測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
10210010,2019/11/01,17,,0,0.004,0.004,,0.044,,,,0.019,15,,,,,
10210010,2019/11/01,18,,0,0.005,0.005,,0.041,,,,0.015,7,,,,,
10210010,2019/11/01,19,,0,0.006,0.006,,0.036,,,,0.007,6,,,,,
10210010,2019/11/01,20,,0.001,0.003,0.004,,0.036,,,,0.005,7,,,,,
10210010,2019/11/01,21,,0,0.003,0.003,,0.036,,,,0.004,-3,,,,,
10210010,2019/11/01,22,,0,0.002,0.002,,0.036,,,,0.013,1,,,,,
10210010,2019/11/01,23,,0,0.002,0.002,,0.036,,,,0.013,1,,,,,
10210010,2019/11/01,24,,0,0.002,0.002,,0.036,,,,0.015,0,,,,,
10210010,2019/11/02,01,,0,0.002,0.002,,0.036,,,,0.013,5,,,,,
10210010,2019/11/02,02,,0,0.003,0.003,,0.032,,,,0.012,8,,,,,
10210010,2019/11/02,03,,0.001,0.003,0.004,,0.028,,,,0.014,0,,,,,
10210010,2019/11/02,04,,0,0.002,0.002,,0.031,,,,0,2,,,,,
10210010,2019/11/02,05,,0,0.002,0.002,,0.031,,,,0.008,3,,,,,
10210010,2019/11/02,06,,0,0.005,0.005,,0.025,,,,0.002,-6,,,,,
10210010,2019/11/02,07,,0.001,0.010,0.011,,0.012,,,,0,11,,,,,
10210010,2019/11/02,08,,0.003,0.008,0.011,,0.015,,,,0,6,,,,,
10210010,2019/11/02,09,,0.003,0.007,0.010,,0.020,,,,0,2,,,,,
10210010,2019/11/02,10,,0.002,0.005,0.007,,0.028,,,,0.002,-4,,,,,
10210010,2019/11/02,11,,0.001,0.004,0.005,,0.032,,,,0.014,1,,,,,
10210010,2019/11/02,12,,0.001,0.003,0.004,,0.034,,,,0.021,2,,,,,
10210010,2019/11/02,13,,0.001,0.003,0.004,,0.036,,,,0.014,7,,,,,
10210010,2019/11/02,14,,0.001,0.004,0.005,,0.040,,,,0.008,6,,,,,
10210010,2019/11/02,15,,0.001,0.004,0.005,,0.042,,,,0.008,9,,,,,
10210010,2019/11/02,16,,0.001,0.005,0.006,,0.041,,,,0.010,8,,,,,
10210010,2019/11/02,17,,0,0.007,0.007,,0.038,,,,0.012,8,,,,,
10210010,2019/11/02,18,,0.001,0.013,0.014,,0.023,,,,0.008,17,,,,,
10210010,2019/11/02,19,,0.001,0.010,0.011,,0.015,,,,0.010,14,,,,,
10210010,2019/11/02,20,,0,0.007,0.007,,0.015,,,,0.021,10,,,,,
10210010,2019/11/02,21,,0.001,0.007,0.008,,0.013,,,,0.014,4,,,,,
10210010,2019/11/02,22,,0,0.006,0.006,,0.011,,,,0.013,9,,,,,
10210010,2019/11/02,23,,0,0.006,0.006,,0.011,,,,0.015,15,,,,,
10210010,2019/11/02,24,,0.001,0.005,0.006,,0.012,,,,0.024,12,,,,,
10210010,2019/11/03,01,,0,0.004,0.004,,0.014,,,,0.010,5,,,,,
10210010,2019/11/03,02,,0,0.004,0.004,,0.014,,,,0.013,17,,,,,
10210010,2019/11/03,03,,0,0.004,0.004,,0.014,,,,0.006,8,,,,,
10210010,2019/11/03,04,,0,0.004,0.004,,0.013,,,,0.009,17,,,,,
10210010,2019/11/03,05,,0,0.004,0.004,,0.012,,,,0.004,16,,,,,
10210010,2019/11/03,06,,0,0.005,0.005,,0.009,,,,0,7,,,,,
10210010,2019/11/03,07,,0.001,0.007,0.008,,0.004,,,,0.024,8,,,,,
10210010,2019/11/03,08,,0.002,0.006,0.008,,0.007,,,,0.007,10,,,,,
10210010,2019/11/03,09,,0.002,0.006,0.008,,0.012,,,,0.009,9,,,,,
10210010,2019/11/03,10,,0.001,0.005,0.006,,0.018,,,,0.004,0,,,,,
10210010,2019/11/03,11,,0.001,0.006,0.007,,0.024,,,,0,7,,,,,
10210010,2019/11/03,12,,0.001,0.005,0.006,,0.031,,,,0.010,5,,,,,
10210010,2019/11/03,13,,0.001,0.004,0.005,,0.034,,,,0.022,13,,,,,
10210010,2019/11/03,14,,0,0.003,0.003,,0.040,,,,0.010,13,,,,,
10210010,2019/11/03,15,,0,0.004,0.004,,0.041,,,,0.018,18,,,,,
10210010,2019/11/03,16,,0,0.005,0.005,,0.038,,,,0.012,12,,,,,
10210010,2019/11/03,17,,0,0.007,0.007,,0.031,,,,0.030,13,,,,,
10210010,2019/11/03,18,,0,0.008,0.008,,0.019,,,,0.012,9,,,,,
10210010,2019/11/03,19,,0.001,0.006,0.007,,0.017,,,,0.010,10,,,,,
10210010,2019/11/03,20,,0,0.005,0.005,,0.017,,,,0.007,16,,,,,
10210010,2019/11/03,21,,0.001,0.007,0.008,,0.015,,,,0.010,15,,,,,
10210010,2019/11/03,22,,0.001,0.006,0.007,,0.014,,,,0.001,3,,,,,
10210010,2019/11/03,23,,0,0.006,0.006,,0.018,,,,0,11,,,,,
10210010,2019/11/03,24,,0,0.003,0.003,,0.027,,,,0.017,18,,,,,
10210010,2019/11/04,01,,0,0.003,0.003,,0.028,,,,0.005,8,,,,,
10210010,2019/11/04,02,,0,0.002,0.002,,0.031,,,,0.005,13,,,,,
10210010,2019/11/04,03,,0,0.002,0.002,,0.033,,,,0.019,10,,,,,
10210010,2019/11/04,04,,0,0.003,0.003,,0.027,,,,0.010,13,,,,,
10210010,2019/11/04,05,,0,0.003,0.003,,0.028,,,,0,7,,,,,
10210010,2019/11/04,06,,0,0.003,0.003,,0.030,,,,0.016,4,,,,,
10210010,2019/11/04,07,,0,0.002,0.002,,0.031,,,,0.010,8,,,,,
10210010,2019/11/04,08,,0.001,0.003,0.004,,0.032,,,,0.008,1,,,,,
10210010,2019/11/04,09,,0.001,0.003,0.004,,0.032,,,,0,-2,,,,,
10210010,2019/11/04,10,,0.001,0.003,0.004,,0.033,,,,0.004,-4,,,,,
10210010,2019/11/04,11,,0.001,0.003,0.004,,0.033,,,,0,-6,,,,,
10210010,2019/11/04,12,,0,0.002,0.002,,0.036,,,,0,0,,,,,
10210010,2019/11/04,13,,0.001,0.002,0.003,,0.039,,,,0.007,4,,,,,
10210010,2019/11/04,14,,0.001,0.002,0.003,,0.039,,,,0.009,-1,,,,,
10210010,2019/11/04,15,,0,0.003,0.003,,0.039,,,,0.002,5,,,,,
10210010,2019/11/04,16,,0.001,0.003,0.004,,0.036,,,,0.009,7,,,,,
10210010,2019/11/04,17,,0,0.004,0.004,,0.035,,,,0,5,,,,,
10210010,2019/11/04,18,,0.001,0.005,0.006,,0.032,,,,0,8,,,,,
10210010,2019/11/04,19,,0,0.009,0.009,,0.024,,,,0.003,3,,,,,
10210010,2019/11/04,20,,0.001,0.010,0.011,,0.015,,,,0,2,,,,,
10210010,2019/11/04,21,,0.002,0.008,0.010,,0.015,,,,0.012,-4,,,,,
10210010,2019/11/04,22,,0,0.005,0.005,,0.024,,,,0,2,,,,,
10210010,2019/11/04,23,,0,0.004,0.004,,0.026,,,,0,-1,,,,,
10210010,2019/11/04,24,,0,0.003,0.003,,0.025,,,,0,0,,,,,
10210010,2019/11/05,01,,0,0.003,0.003,,0.023,,,,0.007,-4,,,,,
10210010,2019/11/05,02,,0,0.003,0.003,,0.024,,,,0.009,0,,,,,
10210010,2019/11/05,03,,0,0.003,0.003,,0.026,,,,0,11,,,,,
10210010,2019/11/05,04,,0,0.002,0.002,,0.026,,,,0,-3,,,,,
10210010,2019/11/05,05,,0,0.003,0.003,,0.028,,,,0,5,,,,,
10210010,2019/11/05,06,,0,0.003,0.003,,0.027,,,,0.003,2,,,,,
10210010,2019/11/05,07,,0,0.003,0.003,,0.028,,,,0,1,,,,,
10210010,2019/11/05,08,,0.001,0.004,0.005,,0.027,,,,0.005,2,,,,,
10210010,2019/11/05,09,,0.001,0.004,0.005,,0.032,,,,0.004,9,,,,,
10210010,2019/11/05,10,,0.001,0.003,0.004,,0.034,,,,0,0,,,,,
10210010,2019/11/05,11,,0.001,0.002,0.003,,0.036,,,,0.014,-4,,,,,
10210010,2019/11/05,12,,0.001,0.003,0.004,,0.038,,,,0.011,-5,,,,,
10210010,2019/11/05,13,,0.001,0.002,0.003,,0.040,,,,0.003,1,,,,,
10210010,2019/11/05,14,,0.001,0.002,0.003,,0.041,,,,0,-3,,,,,
10210010,2019/11/05,15,,0.001,0.003,0.004,,0.041,,,,0,10,,,,,
10210010,2019/11/05,16,,0,0.003,0.003,,0.040,,,,0.019,1,,,,,
10210010,2019/11/05,17,,0.001,0.009,0.010,,0.032,,,,0.006,6,,,,,
10210010,2019/11/05,18,,0.001,0.014,0.015,,0.018,,,,0.007,1,,,,,
10210010,2019/11/05,19,,0.002,0.011,0.013,,0.017,,,,0.009,12,,,,,
10210010,2019/11/05,20,,0.001,0.009,0.010,,0.016,,,,0,6,,,,,
10210010,2019/11/05,21,,0.001,0.008,0.009,,0.016,,,,0,4,,,,,
10210010,2019/11/05,22,,0,0.006,0.006,,0.017,,,,0,5,,,,,
10210010,2019/11/05,23,,0.001,0.007,0.008,,0.016,,,,0.003,1,,,,,
10210010,2019/11/05,24,,0,0.007,0.007,,0.016,,,,0.001,12,,,,,
10210010,2019/11/06,01,,0,0.006,0.006,,,,,,0.005,5,,,,,
10210010,2019/11/06,02,,0,0.007,0.007,,0.014,,,,0.001,2,,,,,
10210010,2019/11/06,03,,0,0.007,0.007,,0.012,,,,0.005,9,,,,,
10210010,2019/11/06,04,,0,0.005,0.005,,0.017,,,,0.014,4,,,,,
10210010,2019/11/06,05,,0,0.005,0.005,,0.016,,,,0,6,,,,,
10210010,2019/11/06,06,,0,0.007,0.007,,0.015,,,,0,5,,,,,
10210010,2019/11/06,07,,0.001,0.008,0.009,,0.014,,,,0,6,,,,,
10210010,2019/11/06,08,,0.002,0.008,0.010,,0.017,,,,0.003,10,,,,,
10210010,2019/11/06,09,,0.002,0.007,0.009,,0.024,,,,0.017,4,,,,,
10210010,2019/11/06,10,,0.001,0.005,0.006,,0.032,,,,0,-1,,,,,
10210010,2019/11/06,11,,0.001,0.002,0.003,,0.038,,,,0.004,-4,,,,,
10210010,2019/11/06,12,,0,0.002,0.002,,0.039,,,,0.017,4,,,,,
10210010,2019/11/06,13,,0.001,0.003,0.004,,0.041,,,,0,3,,,,,
10210010,2019/11/06,14,,0.001,0.003,0.004,,0.044,,,,0,0,,,,,
10210010,2019/11/06,15,,0,0.003,0.003,,0.046,,,,0.010,0,,,,,
10210010,2019/11/06,16,,0,0.004,0.004,,0.040,,,,0.013,0,,,,,
10210010,2019/11/06,17,,0,0.005,0.005,,0.039,,,,0.009,1,,,,,
10210010,2019/11/06,18,,0.001,0.006,0.007,,0.037,,,,0.003,5,,,,,
10210010,2019/11/06,19,,0.001,0.011,0.012,,0.022,,,,0.001,6,,,,,
10210010,2019/11/06,20,,0.001,0.007,0.008,,0.020,,,,0.008,10,,,,,
10210010,2019/11/06,21,,0.001,0.008,0.009,,0.017,,,,0.018,5,,,,,
10210010,2019/11/06,22,,0.001,0.010,0.011,,0.013,,,,0,7,,,,,
10210010,2019/11/06,23,,0.001,0.009,0.010,,0.012,,,,0.032,2,,,,,
10210010,2019/11/06,24,,0.001,0.008,0.009,,0.013,,,,0.007,4,,,,,
10210010,2019/11/07,01,,0,0.006,0.006,,0.014,,,,0,3,,,,,
10210010,2019/11/07,02,,0,0.005,0.005,,0.016,,,,0.001,1,,,,,
10210010,2019/11/07,03,,0,0.005,0.005,,0.014,,,,0.002,3,,,,,
10210010,2019/11/07,04,,0,0.006,0.006,,0.012,,,,0.015,0,,,,,
10210010,2019/11/07,05,,0,0.005,0.005,,0.012,,,,0,9,,,,,
10210010,2019/11/07,06,,0.001,0.009,0.010,,0.006,,,,0,4,,,,,
10210010,2019/11/07,07,,0.001,0.009,0.010,,0.008,,,,0.009,4,,,,,
10210010,2019/11/07,08,,0.002,0.008,0.010,,0.014,,,,0,5,,,,,
10210010,2019/11/07,09,,0.004,0.007,0.011,,0.017,,,,0.006,3,,,,,
10210010,2019/11/07,10,,0.003,0.008,0.011,,0.027,,,,0,-5,,,,,
10210010,2019/11/07,11,,,,,,,,,,0.022,2,,,,,
10210010,2019/11/07,12,,,,,,,,,,,,,,,,
10210010,2019/11/07,13,,0.001,0.007,0.008,,,,,,0.005,14,,,,,
10210010,2019/11/07,14,,0.001,0.007,0.008,,0.041,,,,0.006,6,,,,,
10210010,2019/11/07,15,,0.001,0.008,0.009,,0.044,,,,0.010,7,,,,,
10210010,2019/11/07,16,,0,0.007,0.007,,0.045,,,,0.005,7,,,,,
10210010,2019/11/07,17,,0,0.010,0.010,,0.037,,,,0.012,13,,,,,
10210010,2019/11/07,18,,0.001,0.018,0.019,,0.021,,,,0.027,15,,,,,
10210010,2019/11/07,19,,0.001,0.019,0.020,,0.017,,,,0.020,16,,,,,
10210010,2019/11/07,20,,0.001,0.015,0.016,,0.013,,,,0.017,16,,,,,
10210010,2019/11/07,21,,0.002,0.013,0.015,,0.013,,,,0.018,7,,,,,
10210010,2019/11/07,22,,0.001,0.010,0.011,,0.015,,,,0.011,13,,,,,
10210010,2019/11/07,23,,0,0.006,0.006,,0.020,,,,0,11,,,,,
10210010,2019/11/07,24,,0,0.004,0.004,,0.029,,,,0.004,6,,,,,
10210010,2019/11/08,01,,0,0.003,0.003,,0.033,,,,0.010,8,,,,,
10210010,2019/11/08,02,,0,0.003,0.003,,0.034,,,,0,0,,,,,
10210010,2019/11/08,03,,0,0.004,0.004,,0.029,,,,0.002,2,,,,,
10210010,2019/11/08,04,,0,0.006,0.006,,0.022,,,,0.003,7,,,,,
10210010,2019/11/08,05,,0,0.007,0.007,,0.021,,,,0.008,-2,,,,,
10210010,2019/11/08,06,,0,0.007,0.007,,0.023,,,,0.014,-1,,,,,
10210010,2019/11/08,07,,0,0.003,0.003,,0.035,,,,0.003,-1,,,,,
10210010,2019/11/08,08,,0.001,0.004,0.005,,0.035,,,,0.010,0,,,,,
10210010,2019/11/08,09,,0.001,0.006,0.007,,0.036,,,,0,0,,,,,
10210010,2019/11/08,10,,0.001,0.003,0.004,,0.038,,,,0,3,,,,,
10210010,2019/11/08,11,,0.001,0.003,0.004,,0.039,,,,0.004,-7,,,,,
10210010,2019/11/08,12,,0,0.002,0.002,,0.040,,,,0,-2,,,,,
10210010,2019/11/08,13,,0,0.002,0.002,,0.041,,,,0,2,,,,,
10210010,2019/11/08,14,,0.001,0.002,0.003,,0.041,,,,0.004,3,,,,,
10210010,2019/11/08,15,,0,0.002,0.002,,0.043,,,,0.012,5,,,,,
10210010,2019/11/08,16,,0.001,0.005,0.006,,0.038,,,,0.012,8,,,,,
10210010,2019/11/08,17,,0.001,0.006,0.007,,0.031,,,,0.009,4,,,,,
10210010,2019/11/08,18,,,,,,,,,,,,,,,,
10210010,2019/11/08,19,,,,,,,,,,,,,,,,
10210010,2019/11/08,20,,,,,,,,,,,,,,,,
10210010,2019/11/08,21,,,,,,,,,,,,,,,,
10210010,2019/11/08,22,,,,,,,,,,,,,,,,
10210010,2019/11/08,23,,,,,,,,,,,,,,,,
10210010,2019/11/08,24,,,,,,,,,,,,,,,,
10210010,2019/11/09,01,,,,,,,,,,,,,,,,
10210010,2019/11/09,02,,,,,,,,,,,,,,,,
10210010,2019/11/09,03,,,,,,,,,,,,,,,,
10210010,2019/11/09,04,,,,,,,,,,,,,,,,
10210010,2019/11/09,05,,,,,,,,,,,,,,,,
10210010,2019/11/09,06,,,,,,,,,,,,,,,,
10210010,2019/11/09,07,,,,,,,,,,,,,,,,
10210010,2019/11/09,08,,,,,,,,,,,,,,,,
10210010,2019/11/09,09,,,,,,,,,,,,,,,,
10210010,2019/11/09,10,,,,,,,,,,,,,,,,
10210010,2019/11/09,11,,,,,,,,,,,,,,,,
10210010,2019/11/09,12,,,,,,,,,,,,,,,,
10210010,2019/11/09,13,,,,,,,,,,,,,,,,
10210010,2019/11/09,14,,,,,,,,,,,,,,,,
10210010,2019/11/09,15,,,,,,,,,,,,,,,,
10210010,2019/11/09,16,,,,,,,,,,,,,,,,
10210010,2019/11/09,17,,,,,,,,,,,,,,,,
10210010,2019/11/09,18,,,,,,,,,,,,,,,,
10210010,2019/11/09,19,,,,,,,,,,,,,,,,
10210010,2019/11/09,20,,0.001,0.008,0.009,,0.018,,,,0.018,21,,,,,
10210010,2019/11/09,21,,0,0.008,0.008,,0.017,,,,0.015,4,,,,,
10210010,2019/11/09,22,,0,0.007,0.007,,0.016,,,,0.010,1,,,,,
10210010,2019/11/09,23,,0,0.006,0.006,,0.018,,,,0.013,11,,,,,
10210010,2019/11/09,24,,0,0.007,0.007,,0.016,,,,0.015,6,,,,,
10210010,2019/11/10,01,,0,0.004,0.004,,0.021,,,,0.003,10,,,,,
10210010,2019/11/10,02,,0,0.003,0.003,,0.027,,,,0.003,4,,,,,
10210010,2019/11/10,03,,0,0.002,0.002,,0.033,,,,0.001,4,,,,,
10210010,2019/11/10,04,,0,0.002,0.002,,0.034,,,,0.002,3,,,,,
10210010,2019/11/10,05,,0,0.002,0.002,,0.033,,,,0.008,0,,,,,
10210010,2019/11/10,06,,0,0.004,0.004,,0.027,,,,0.004,2,,,,,
10210010,2019/11/10,07,,0,0.005,0.005,,0.023,,,,0,-3,,,,,
10210010,2019/11/10,08,,0.001,0.003,0.004,,0.026,,,,0,0,,,,,
10210010,2019/11/10,09,,0.001,0.002,0.003,,0.031,,,,0,-2,,,,,
10210010,2019/11/10,10,,0.001,0.002,0.003,,0.034,,,,0,-8,,,,,
10210010,2019/11/10,11,,0.001,0.002,0.003,,0.036,,,,0.004,4,,,,,
10210010,2019/11/10,12,,0.001,0.002,0.003,,0.037,,,,0.001,-2,,,,,
10210010,2019/11/10,13,,0.001,0.002,0.003,,0.039,,,,0.010,7,,,,,
10210010,2019/11/10,14,,,,,,,,,,,,,,,,
10210010,2019/11/10,15,,,,,,,,,,,,,,,,
10210010,2019/11/10,16,,0,0.003,0.003,,0.039,,,,0.006,5,,,,,
10210010,2019/11/10,17,,0,0.004,0.004,,0.036,,,,0.009,0,,,,,
10210010,2019/11/10,18,,0.001,0.008,0.009,,0.025,,,,0.006,12,,,,,
10210010,2019/11/10,19,,0,0.008,0.008,,0.018,,,,0.017,8,,,,,
10210010,2019/11/10,20,,0.002,0.010,0.012,,0.013,,,,0,10,,,,,
10210010,2019/11/10,21,,0,0.008,0.008,,0.012,,,,0.006,6,,,,,
10210010,2019/11/10,22,,0.001,0.008,0.009,,0.011,,,,0.002,1,,,,,
10210010,2019/11/10,23,,0,0.008,0.008,,0.010,,,,0.010,5,,,,,
10210010,2019/11/10,24,,0,0.008,0.008,,0.008,,,,0.004,5,,,,,
10210010,2019/11/11,01,,0,0.008,0.008,,0.010,,,,0.015,3,,,,,
10210010,2019/11/11,02,,0,0.008,0.008,,0.010,,,,0.012,1,,,,,
10210010,2019/11/11,03,,0,0.007,0.007,,0.008,,,,0.008,3,,,,,
10210010,2019/11/11,04,,0,0.008,0.008,,0.008,,,,0.018,3,,,,,
10210010,2019/11/11,05,,0,0.008,0.008,,0.008,,,,0.002,7,,,,,
10210010,2019/11/11,06,,0,0.010,0.010,,0.009,,,,0.011,2,,,,,
10210010,2019/11/11,07,,0.001,0.011,0.012,,0.005,,,,0.016,5,,,,,
10210010,2019/11/11,08,,0.002,0.010,0.012,,0.009,,,,0.016,4,,,,,
10210010,2019/11/11,09,,0.002,0.011,0.013,,0.014,,,,0.001,9,,,,,
10210010,2019/11/11,10,,0.001,0.005,0.006,,0.032,,,,0.006,10,,,,,
10210010,2019/11/11,11,,0.001,0.004,0.005,,0.036,,,,0.007,4,,,,,
10210010,2019/11/11,12,,0.001,0.005,0.006,,0.036,,,,0,10,,,,,
10210010,2019/11/11,13,,0.001,0.005,0.006,,0.040,,,,0,10,,,,,
10210010,2019/11/11,14,,0.001,0.005,0.006,,0.041,,,,0.005,4,,,,,
10210010,2019/11/11,15,,0,0.005,0.005,,0.040,,,,0.011,12,,,,,
10210010,2019/11/11,16,,0.001,0.009,0.010,,0.030,,,,0.024,12,,,,,
10210010,2019/11/11,17,,0.002,0.011,0.013,,0.023,,,,0.016,9,,,,,
10210010,2019/11/11,18,,0.001,0.014,0.015,,0.013,,,,0.004,13,,,,,
10210010,2019/11/11,19,,0.002,0.017,0.019,,0.007,,,,0.023,14,,,,,
10210010,2019/11/11,20,,0.001,0.011,0.012,,0.011,,,,0.016,7,,,,,
10210010,2019/11/11,21,,0.001,0.009,0.010,,0.012,,,,0,7,,,,,
10210010,2019/11/11,22,,0.002,0.006,0.008,,0.014,,,,0.001,3,,,,,
10210010,2019/11/11,23,,0,0.006,0.006,,0.012,,,,0.009,4,,,,,
10210010,2019/11/11,24,,0,0.005,0.005,,0.016,,,,0,5,,,,,
10210010,2019/11/12,01,,0,0.004,0.004,,0.022,,,,0,4,,,,,
10210010,2019/11/12,02,,0,0.004,0.004,,0.026,,,,0.005,1,,,,,
10210010,2019/11/12,03,,0,0.004,0.004,,0.026,,,,0.003,3,,,,,
10210010,2019/11/12,04,,0,0.003,0.003,,0.034,,,,0.006,4,,,,,
10210010,2019/11/12,05,,0,0.003,0.003,,0.034,,,,0,1,,,,,
10210010,2019/11/12,06,,0,0.004,0.004,,0.033,,,,0.009,3,,,,,
10210010,2019/11/12,07,,0,0.003,0.003,,0.038,,,,0,-7,,,,,
10210010,2019/11/12,08,,0.001,0.004,0.005,,0.034,,,,0.003,3,,,,,
10210010,2019/11/12,09,,0.001,0.004,0.005,,0.037,,,,0,-6,,,,,
10210010,2019/11/12,10,,0.001,0.005,0.006,,0.039,,,,0,-6,,,,,
10210010,2019/11/12,11,,0.001,0.003,0.004,,0.043,,,,0,4,,,,,
10210010,2019/11/12,12,,0,0.002,0.002,,0.046,,,,0,3,,,,,
10210010,2019/11/12,13,,0,0.002,0.002,,0.047,,,,0.005,-6,,,,,
10210010,2019/11/12,14,,0,0.002,0.002,,0.045,,,,0,2,,,,,
10210010,2019/11/12,15,,0,0.003,0.003,,0.045,,,,0,0,,,,,
10210010,2019/11/12,16,,0,0.002,0.002,,0.044,,,,0.006,2,,,,,
10210010,2019/11/12,17,,0,0.004,0.004,,0.040,,,,0.003,4,,,,,
10210010,2019/11/12,18,,0.001,0.012,0.013,,0.027,,,,0.012,2,,,,,
10210010,2019/11/12,19,,0.001,0.019,0.020,,0.015,,,,0.006,4,,,,,
10210010,2019/11/12,20,,0.002,0.017,0.019,,0.010,,,,0.006,11,,,,,
10210010,2019/11/12,21,,0.002,0.014,0.016,,0.009,,,,0.004,14,,,,,
10210010,2019/11/12,22,,0.001,0.011,0.012,,0.012,,,,0,13,,,,,
10210010,2019/11/12,23,,0.001,0.007,0.008,,0.018,,,,0.003,81,,,,,
10210010,2019/11/12,24,,0,0.005,0.005,,0.022,,,,0,-2,,,,,
10210010,2019/11/13,01,,0,0.004,0.004,,,,,,0.009,-24,,,,,
10210010,2019/11/13,02,,0,0.003,0.003,,0.026,,,,0.001,-22,,,,,
10210010,2019/11/13,03,,0,0.004,0.004,,0.024,,,,0.010,31,,,,,
10210010,2019/11/13,04,,0,0.005,0.005,,0.024,,,,0.009,2,,,,,
10210010,2019/11/13,05,,0.001,0.010,0.011,,0.015,,,,0,8,,,,,
10210010,2019/11/13,06,,0.001,0.012,0.013,,0.008,,,,0,2,,,,,
10210010,2019/11/13,07,,0.003,0.015,0.018,,0.005,,,,0,6,,,,,
10210010,2019/11/13,08,,0.006,0.012,0.018,,0.010,,,,0.004,12,,,,,
10210010,2019/11/13,09,,0.009,0.015,0.024,,0.015,,,,0.014,4,,,,,
10210010,2019/11/13,10,,0.003,0.009,0.012,,0.027,,,,0.011,-2,,,,,
10210010,2019/11/13,11,,0.001,0.005,0.006,,0.035,,,,0.018,,,,,,
10210010,2019/11/13,12,,0.001,0.004,0.005,,0.038,,,,0,-2,,,,,
10210010,2019/11/13,13,,0.002,0.006,0.008,,0.041,,,,0,0,,,,,
10210010,2019/11/13,14,,0.001,0.006,0.007,,0.041,,,,0.007,14,,,,,
10210010,2019/11/13,15,,0.001,0.007,0.008,,0.040,,,,0.005,7,,,,,
10210010,2019/11/13,16,,0.001,0.011,0.012,,0.035,,,,0.006,13,,,,,
10210010,2019/11/13,17,,0.002,0.017,0.019,,0.027,,,,0.011,8,,,,,
10210010,2019/11/13,18,,0.002,0.018,0.020,,0.018,,,,0.015,11,,,,,
10210010,2019/11/13,19,,0.001,0.014,0.015,,0.015,,,,0.007,11,,,,,
10210010,2019/11/13,20,,0.001,0.011,0.012,,0.016,,,,0.007,9,,,,,
10210010,2019/11/13,21,,0.001,0.010,0.011,,0.016,,,,0.003,11,,,,,
10210010,2019/11/13,22,,0,0.008,0.008,,0.018,,,,0.011,3,,,,,
10210010,2019/11/13,23,,0,0.007,0.007,,0.017,,,,0,10,,,,,
10210010,2019/11/13,24,,0,0.007,0.007,,0.017,,,,0.002,5,,,,,
10210010,2019/11/14,01,,0,0.006,0.006,,0.017,,,,0.001,5,,,,,
10210010,2019/11/14,02,,0,0.006,0.006,,0.016,,,,0.003,2,,,,,
10210010,2019/11/14,03,,0,0.007,0.007,,0.014,,,,0.008,7,,,,,
10210010,2019/11/14,04,,0,0.007,0.007,,0.013,,,,0.008,10,,,,,
10210010,2019/11/14,05,,0,0.007,0.007,,0.011,,,,0.011,2,,,,,
10210010,2019/11/14,06,,0.001,0.008,0.009,,0.009,,,,0,3,,,,,
10210010,2019/11/14,07,,0.002,0.010,0.012,,0.006,,,,0.012,6,,,,,
10210010,2019/11/14,08,,0.006,0.009,0.015,,0.008,,,,0.004,7,,,,,
10210010,2019/11/14,09,,0.005,0.009,0.014,,0.014,,,,0.006,-2,,,,,
10210010,2019/11/14,10,,0.002,0.008,0.010,,0.027,,,,0,0,,,,,
10210010,2019/11/14,11,,0.001,0.007,0.008,,0.036,,,,0.014,1,,,,,
10210010,2019/11/14,12,,0.001,0.003,0.004,,0.043,,,,0.001,-1,,,,,
10210010,2019/11/14,13,,0.001,0.003,0.004,,0.042,,,,0.001,0,,,,,
10210010,2019/11/14,14,,0.001,0.003,0.004,,0.042,,,,0,-5,,,,,
10210010,2019/11/14,15,,0,0.003,0.003,,0.042,,,,0.014,2,,,,,
10210010,2019/11/14,16,,0,0.003,0.003,,0.041,,,,0,5,,,,,
10210010,2019/11/14,17,,0,0.003,0.003,,0.039,,,,0.005,1,,,,,
10210010,2019/11/14,18,,0,0.004,0.004,,0.037,,,,0,4,,,,,
10210010,2019/11/14,19,,0,0.006,0.006,,0.033,,,,0.008,6,,,,,
10210010,2019/11/14,20,,0,0.009,0.009,,0.026,,,,0.010,8,,,,,
10210010,2019/11/14,21,,0.001,0.005,0.006,,0.032,,,,0.008,0,,,,,
10210010,2019/11/14,22,,0.001,0.008,0.009,,0.023,,,,0,5,,,,,
10210010,2019/11/14,23,,0,0.008,0.008,,0.019,,,,0.013,0,,,,,
10210010,2019/11/14,24,,0,0.005,0.005,,0.026,,,,0.009,1,,,,,
10210010,2019/11/15,01,,0,0.006,0.006,,0.026,,,,0,6,,,,,
10210010,2019/11/15,02,,0,0.007,0.007,,0.024,,,,0,2,,,,,
10210010,2019/11/15,03,,0.001,0.004,0.005,,0.027,,,,0.002,-7,,,,,
10210010,2019/11/15,04,,0,0.005,0.005,,0.023,,,,0,-5,,,,,
10210010,2019/11/15,05,,0.001,0.005,0.006,,0.023,,,,0,-2,,,,,
10210010,2019/11/15,06,,0,0.005,0.005,,0.024,,,,0.003,-2,,,,,
10210010,2019/11/15,07,,0.001,0.007,0.008,,0.021,,,,0.006,6,,,,,
