測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
10210010,2019/01/01,01,,0,0.003,0.003,,0.031,,,,0.003,0,,,,,
10210010,2019/01/01,02,,0,0.002,0.002,,0.032,,,,0.004,0,,,,,
10210010,2019/01/01,03,,0,0.001,0.001,,0.032,,,,0,-4,,,,,
10210010,2019/01/01,04,,0,0.001,0.001,,0.033,,,,0.004,-2,,,,,
10210010,2019/01/01,05,,0,0.001,0.001,,0.033,,,,0,-1,,,,,
10210010,2019/01/01,06,,0,0.001,0.001,,0.034,,,,0,2,,,,,
10210010,2019/01/01,07,,0,0.001,0.001,,0.032,,,,0.002,4,,,,,
10210010,2019/01/01,08,,0,0.002,0.002,,0.031,,,,0.008,4,,,,,
10210010,2019/01/01,09,,0,0.002,0.002,,0.032,,,,0,-4,,,,,
10210010,2019/01/01,10,,0,0.001,0.001,,0.035,,,,0,-5,,,,,
10210010,2019/01/01,11,,0,0.001,0.001,,0.038,,,,0,3,,,,,
10210010,2019/01/01,12,,0,0.001,0.001,,0.040,,,,0,2,,,,,
10210010,2019/01/01,13,,0,0.001,0.001,,0.040,,,,0.006,-3,,,,,
10210010,2019/01/01,14,,0,0.001,0.001,,0.040,,,,0,-1,,,,,
10210010,2019/01/01,15,,0,0.001,0.001,,0.041,,,,0,0,,,,,
10210010,2019/01/01,16,,0,0.001,0.001,,0.041,,,,0.003,-1,,,,,
10210010,2019/01/01,17,,0,0.002,0.002,,0.039,,,,0,0,,,,,
10210010,2019/01/01,18,,0,0.007,0.007,,0.025,,,,0.007,-1,,,,,
10210010,2019/01/01,19,,0,0.008,0.008,,0.024,,,,0.002,-8,,,,,
10210010,2019/01/01,20,,0,0.006,0.006,,0.021,,,,0.003,2,,,,,
10210010,2019/01/01,21,,0.001,0.006,0.007,,0.019,,,,0,-2,,,,,
10210010,2019/01/01,22,,0,0.005,0.005,,0.021,,,,0,1,,,,,
10210010,2019/01/01,23,,0,0.005,0.005,,0.019,,,,0.005,2,,,,,
10210010,2019/01/01,24,,0,0.007,0.007,,0.016,,,,0.003,2,,,,,
10210010,2019/01/02,01,,0,0.007,0.007,,,,,,0,2,,,,,
10210010,2019/01/02,02,,0,0.008,0.008,,0.011,,,,0.005,4,,,,,
10210010,2019/01/02,03,,0,0.005,0.005,,0.015,,,,0,0,,,,,
10210010,2019/01/02,04,,0,0.003,0.003,,0.022,,,,0.004,0,,,,,
10210010,2019/01/02,05,,0,0.002,0.002,,0.031,,,,0,0,,,,,
10210010,2019/01/02,06,,0,0.002,0.002,,0.030,,,,0,2,,,,,
10210010,2019/01/02,07,,0,0.002,0.002,,0.030,,,,0,4,,,,,
10210010,2019/01/02,08,,0,0.002,0.002,,0.032,,,,0,2,,,,,
10210010,2019/01/02,09,,0,0.002,0.002,,0.036,,,,0,2,,,,,
10210010,2019/01/02,10,,0,0.002,0.002,,0.038,,,,0,1,,,,,
10210010,2019/01/02,11,,0,0.002,0.002,,0.039,,,,0.006,0,,,,,
10210010,2019/01/02,12,,0,0.002,0.002,,0.039,,,,0,1,,,,,
10210010,2019/01/02,13,,0,0.002,0.002,,0.041,,,,0,-1,,,,,
10210010,2019/01/02,14,,0,0.001,0.001,,0.042,,,,0,1,,,,,
10210010,2019/01/02,15,,0,0.001,0.001,,0.043,,,,0.004,-1,,,,,
10210010,2019/01/02,16,,0,0.001,0.001,,0.042,,,,0.013,-8,,,,,
10210010,2019/01/02,17,,0,0.002,0.002,,0.040,,,,0,0,,,,,
10210010,2019/01/02,18,,0,0.003,0.003,,0.038,,,,0.007,0,,,,,
10210010,2019/01/02,19,,0,0.004,0.004,,0.033,,,,0.010,-1,,,,,
10210010,2019/01/02,20,,0.002,0.006,0.008,,0.030,,,,0,0,,,,,
10210010,2019/01/02,21,,0,0.005,0.005,,0.031,,,,0.003,-2,,,,,
10210010,2019/01/02,22,,0.001,0.004,0.005,,0.031,,,,0.002,-2,,,,,
10210010,2019/01/02,23,,0,0.002,0.002,,0.032,,,,0,8,,,,,
10210010,2019/01/02,24,,0,0.002,0.002,,0.034,,,,0,0,,,,,
10210010,2019/01/03,01,,0,0.002,0.002,,0.034,,,,0,5,,,,,
10210010,2019/01/03,02,,0,0.001,0.001,,0.035,,,,0,-1,,,,,
10210010,2019/01/03,03,,0,0.001,0.001,,0.034,,,,0.002,-4,,,,,
10210010,2019/01/03,04,,0,0.001,0.001,,0.035,,,,0,0,,,,,
10210010,2019/01/03,05,,0,0.001,0.001,,0.035,,,,0,0,,,,,
10210010,2019/01/03,06,,0,0.001,0.001,,0.036,,,,0.004,-2,,,,,
10210010,2019/01/03,07,,0,0.002,0.002,,0.034,,,,0.001,3,,,,,
10210010,2019/01/03,08,,0,0.002,0.002,,0.035,,,,0.007,-1,,,,,
10210010,2019/01/03,09,,0,0.002,0.002,,0.037,,,,0.003,-2,,,,,
10210010,2019/01/03,10,,0,0.002,0.002,,0.038,,,,0,1,,,,,
10210010,2019/01/03,11,,0.001,0.002,0.003,,0.039,,,,0,-2,,,,,
10210010,2019/01/03,12,,0,0.001,0.001,,0.040,,,,0,2,,,,,
10210010,2019/01/03,13,,0,0.001,0.001,,0.041,,,,0.001,3,,,,,
10210010,2019/01/03,14,,0,0.001,0.001,,0.041,,,,0,6,,,,,
10210010,2019/01/03,15,,0,0.001,0.001,,0.043,,,,0,7,,,,,
10210010,2019/01/03,16,,0,0.002,0.002,,0.042,,,,0.012,10,,,,,
10210010,2019/01/03,17,,0,0.002,0.002,,0.041,,,,0,-5,,,,,
10210010,2019/01/03,18,,0,0.002,0.002,,0.041,,,,0.004,-1,,,,,
10210010,2019/01/03,19,,0,0.003,0.003,,0.039,,,,0.003,-1,,,,,
10210010,2019/01/03,20,,0,0.003,0.003,,0.037,,,,0.007,-2,,,,,
10210010,2019/01/03,21,,0,0.002,0.002,,0.039,,,,0,0,,,,,
10210010,2019/01/03,22,,0,0.002,0.002,,0.039,,,,0,0,,,,,
10210010,2019/01/03,23,,0,0.001,0.001,,0.039,,,,0,2,,,,,
10210010,2019/01/03,24,,0,0.001,0.001,,0.038,,,,0,6,,,,,
10210010,2019/01/04,01,,0,0.001,0.001,,0.038,,,,0.009,-4,,,,,
10210010,2019/01/04,02,,0,0.001,0.001,,0.038,,,,0,0,,,,,
10210010,2019/01/04,03,,0,0.001,0.001,,0.038,,,,0,-4,,,,,
10210010,2019/01/04,04,,0,0.001,0.001,,0.038,,,,0,2,,,,,
10210010,2019/01/04,05,,0,0.001,0.001,,0.037,,,,0,2,,,,,
10210010,2019/01/04,06,,0,0.001,0.001,,0.038,,,,0,10,,,,,
10210010,2019/01/04,07,,0,0.002,0.002,,0.037,,,,0.002,-3,,,,,
10210010,2019/01/04,08,,0,0.003,0.003,,0.037,,,,0.006,0,,,,,
10210010,2019/01/04,09,,0.001,0.003,0.004,,0.037,,,,0,0,,,,,
10210010,2019/01/04,10,,0.001,0.003,0.004,,0.038,,,,0,-2,,,,,
10210010,2019/01/04,11,,0.001,0.002,0.003,,0.040,,,,0,2,,,,,
10210010,2019/01/04,12,,0,0.002,0.002,,0.041,,,,0,0,,,,,
10210010,2019/01/04,13,,0,0.001,0.001,,0.042,,,,0,0,,,,,
10210010,2019/01/04,14,,0,0.001,0.001,,0.042,,,,0.003,0,,,,,
10210010,2019/01/04,15,,0,0.001,0.001,,0.042,,,,0,-1,,,,,
10210010,2019/01/04,16,,0.001,0.003,0.004,,0.041,,,,0.012,-1,,,,,
10210010,2019/01/04,17,,0,0.004,0.004,,0.038,,,,0,2,,,,,
10210010,2019/01/04,18,,0.001,0.009,0.010,,0.028,,,,0.011,2,,,,,
10210010,2019/01/04,19,,0,0.008,0.008,,0.022,,,,0.002,4,,,,,
10210010,2019/01/04,20,,0.001,0.011,0.012,,0.017,,,,0.005,6,,,,,
10210010,2019/01/04,21,,0.001,0.008,0.009,,0.019,,,,0.002,4,,,,,
10210010,2019/01/04,22,,0,0.007,0.007,,0.020,,,,0,-7,,,,,
10210010,2019/01/04,23,,0,0.008,0.008,,0.019,,,,0,0,,,,,
10210010,2019/01/04,24,,0,0.005,0.005,,0.023,,,,0.001,-2,,,,,
10210010,2019/01/05,01,,0,0.005,0.005,,0.021,,,,0.011,0,,,,,
10210010,2019/01/05,02,,0,0.007,0.007,,0.016,,,,0,-4,,,,,
10210010,2019/01/05,03,,0,0.009,0.009,,0.012,,,,0,7,,,,,
10210010,2019/01/05,04,,0,0.008,0.008,,0.011,,,,0.002,3,,,,,
10210010,2019/01/05,05,,0,0.010,0.010,,0.009,,,,0.009,5,,,,,
10210010,2019/01/05,06,,0,0.011,0.011,,0.006,,,,0,8,,,,,
10210010,2019/01/05,07,,0.001,0.013,0.014,,0.006,,,,0.006,6,,,,,
10210010,2019/01/05,08,,0.006,0.017,0.023,,0.007,,,,0.002,6,,,,,
10210010,2019/01/05,09,,0.012,0.018,0.030,,0.012,,,,0,11,,,,,
10210010,2019/01/05,10,,0.007,0.013,0.020,,0.019,,,,0,8,,,,,
10210010,2019/01/05,11,,0.002,0.005,0.007,,0.038,,,,0,2,,,,,
10210010,2019/01/05,12,,0,0.003,0.003,,0.044,,,,0.012,4,,,,,
10210010,2019/01/05,13,,0,0.003,0.003,,0.045,,,,0.002,4,,,,,
10210010,2019/01/05,14,,0.001,0.002,0.003,,0.046,,,,0.002,0,,,,,
10210010,2019/01/05,15,,0,0.002,0.002,,0.046,,,,0.007,-3,,,,,
10210010,2019/01/05,16,,0,0.002,0.002,,0.047,,,,0.005,-3,,,,,
10210010,2019/01/05,17,,0,0.003,0.003,,0.046,,,,0.004,-3,,,,,
10210010,2019/01/05,18,,0,0.003,0.003,,0.045,,,,0,0,,,,,
10210010,2019/01/05,19,,0,0.003,0.003,,0.044,,,,0,0,,,,,
10210010,2019/01/05,20,,0,0.003,0.003,,0.042,,,,0,1,,,,,
10210010,2019/01/05,21,,0,0.002,0.002,,0.042,,,,0,-5,,,,,
10210010,2019/01/05,22,,0,0.002,0.002,,0.041,,,,0,2,,,,,
10210010,2019/01/05,23,,0,0.002,0.002,,0.041,,,,0.004,6,,,,,
10210010,2019/01/05,24,,0.001,0.003,0.004,,0.036,,,,0,-2,,,,,
10210010,2019/01/06,01,,0,0.002,0.002,,0.038,,,,0.013,0,,,,,
10210010,2019/01/06,02,,0,0.002,0.002,,0.037,,,,0.006,2,,,,,
10210010,2019/01/06,03,,0,0.001,0.001,,0.038,,,,0,-2,,,,,
10210010,2019/01/06,04,,0,0.001,0.001,,0.039,,,,0,5,,,,,
10210010,2019/01/06,05,,0,0.001,0.001,,0.039,,,,0,1,,,,,
10210010,2019/01/06,06,,0,0.001,0.001,,0.039,,,,0.003,3,,,,,
10210010,2019/01/06,07,,0,0.001,0.001,,0.039,,,,0,3,,,,,
10210010,2019/01/06,08,,0,0.002,0.002,,0.038,,,,0.008,0,,,,,
10210010,2019/01/06,09,,0,0.002,0.002,,0.039,,,,0,0,,,,,
10210010,2019/01/06,10,,0,0.002,0.002,,0.040,,,,0.004,3,,,,,
10210010,2019/01/06,11,,0,0.002,0.002,,0.041,,,,0,-2,,,,,
10210010,2019/01/06,12,,0,0.002,0.002,,0.041,,,,0.007,0,,,,,
10210010,2019/01/06,13,,0.001,0.002,0.003,,0.042,,,,0,1,,,,,
10210010,2019/01/06,14,,0,0.002,0.002,,0.042,,,,0.002,6,,,,,
10210010,2019/01/06,15,,0,0.002,0.002,,0.041,,,,0,8,,,,,
10210010,2019/01/06,16,,0,0.002,0.002,,0.041,,,,0.001,4,,,,,
10210010,2019/01/06,17,,0,0.003,0.003,,0.040,,,,0.001,0,,,,,
10210010,2019/01/06,18,,0,0.004,0.004,,0.038,,,,0.009,4,,,,,
10210010,2019/01/06,19,,0,0.003,0.003,,0.040,,,,0.002,-2,,,,,
10210010,2019/01/06,20,,0,0.003,0.003,,0.040,,,,0.002,0,,,,,
10210010,2019/01/06,21,,0,0.003,0.003,,0.040,,,,0.008,2,,,,,
10210010,2019/01/06,22,,0,0.002,0.002,,0.040,,,,0.014,2,,,,,
10210010,2019/01/06,23,,0,0.002,0.002,,0.040,,,,0,1,,,,,
10210010,2019/01/06,24,,0,0.002,0.002,,0.039,,,,0.003,2,,,,,
10210010,2019/01/07,01,,0,0.002,0.002,,0.039,,,,0.012,3,,,,,
10210010,2019/01/07,02,,0,0.002,0.002,,0.038,,,,0,-2,,,,,
10210010,2019/01/07,03,,0,0.002,0.002,,0.039,,,,0.009,5,,,,,
10210010,2019/01/07,04,,0,0.001,0.001,,0.039,,,,0.006,2,,,,,
10210010,2019/01/07,05,,0,0.002,0.002,,0.038,,,,0,-6,,,,,
10210010,2019/01/07,06,,0,0.002,0.002,,0.039,,,,0,2,,,,,
10210010,2019/01/07,07,,0,0.003,0.003,,0.037,,,,0.003,-2,,,,,
10210010,2019/01/07,08,,0.001,0.004,0.005,,0.035,,,,0.007,6,,,,,
10210010,2019/01/07,09,,0.002,0.005,0.007,,0.035,,,,0.003,6,,,,,
10210010,2019/01/07,10,,0.001,0.004,0.005,,0.038,,,,0,-5,,,,,
10210010,2019/01/07,11,,0.001,0.004,0.005,,0.041,,,,0.009,2,,,,,
10210010,2019/01/07,12,,0.001,0.002,0.003,,0.042,,,,0.004,2,,,,,
10210010,2019/01/07,13,,0.001,0.002,0.003,,0.043,,,,0.003,5,,,,,
10210010,2019/01/07,14,,0.001,0.002,0.003,,0.044,,,,0.005,-5,,,,,
10210010,2019/01/07,15,,0.001,0.003,0.004,,0.043,,,,0.011,2,,,,,
10210010,2019/01/07,16,,0,0.002,0.002,,0.043,,,,0.007,-3,,,,,
10210010,2019/01/07,17,,0,0.003,0.003,,0.042,,,,0.005,3,,,,,
10210010,2019/01/07,18,,0.001,0.008,0.009,,0.035,,,,0.004,5,,,,,
10210010,2019/01/07,19,,0.001,0.016,0.017,,0.024,,,,0.004,0,,,,,
10210010,2019/01/07,20,,0.001,0.019,0.020,,0.019,,,,0.008,8,,,,,
10210010,2019/01/07,21,,0.002,0.026,0.028,,0.009,,,,0.005,6,,,,,
10210010,2019/01/07,22,,0.002,0.019,0.021,,0.011,,,,0.027,8,,,,,
10210010,2019/01/07,23,,0,0.015,0.015,,0.012,,,,0.004,-1,,,,,
10210010,2019/01/07,24,,0,0.013,0.013,,0.014,,,,0.014,7,,,,,
10210010,2019/01/08,01,,0,0.010,0.010,,0.015,,,,0,0,,,,,
10210010,2019/01/08,02,,0,0.012,0.012,,0.011,,,,0.002,4,,,,,
10210010,2019/01/08,03,,0.001,0.017,0.018,,0.004,,,,0,2,,,,,
10210010,2019/01/08,04,,0,0.013,0.013,,0.010,,,,0.013,4,,,,,
10210010,2019/01/08,05,,0,0.012,0.012,,0.010,,,,0,-1,,,,,
10210010,2019/01/08,06,,0.001,0.014,0.015,,0.009,,,,0.005,2,,,,,
10210010,2019/01/08,07,,0.002,0.017,0.019,,0.007,,,,0.006,-2,,,,,
10210010,2019/01/08,08,,0.008,0.019,0.027,,0.005,,,,0,8,,,,,
10210010,2019/01/08,09,,0.020,0.020,0.040,,0.008,,,,0.007,3,,,,,
10210010,2019/01/08,10,,0.007,0.011,0.018,,0.022,,,,0,-2,,,,,
10210010,2019/01/08,11,,0.004,0.010,0.014,,0.028,,,,0,1,,,,,
10210010,2019/01/08,12,,0.002,0.007,0.009,,0.035,,,,0.003,12,,,,,
10210010,2019/01/08,13,,0.003,0.008,0.011,,0.033,,,,0.009,0,,,,,
10210010,2019/01/08,14,,0.003,0.011,0.014,,0.033,,,,0.017,11,,,,,
10210010,2019/01/08,15,,0.003,0.012,0.015,,0.034,,,,0.002,12,,,,,
10210010,2019/01/08,16,,0.001,0.012,0.013,,0.035,,,,0.021,14,,,,,
10210010,2019/01/08,17,,0.001,0.020,0.021,,0.027,,,,0.015,13,,,,,
10210010,2019/01/08,18,,0.003,0.033,0.036,,0.010,,,,0.017,10,,,,,
10210010,2019/01/08,19,,0.004,0.030,0.034,,0.008,,,,0.024,18,,,,,
10210010,2019/01/08,20,,0.003,0.027,0.030,,0.007,,,,0.016,9,,,,,
10210010,2019/01/08,21,,0.007,0.028,0.035,,0.004,,,,0.019,17,,,,,
10210010,2019/01/08,22,,0.008,0.028,0.036,,0.003,,,,0.023,19,,,,,
10210010,2019/01/08,23,,0.004,0.026,0.030,,0.004,,,,0.009,12,,,,,
10210010,2019/01/08,24,,0.001,0.021,0.022,,0.006,,,,0.015,13,,,,,
10210010,2019/01/09,01,,0.001,0.019,0.020,,,,,,0.015,11,,,,,
10210010,2019/01/09,02,,0.001,0.018,0.019,,0.005,,,,0.004,12,,,,,
10210010,2019/01/09,03,,0.001,0.015,0.016,,0.009,,,,0.007,5,,,,,
10210010,2019/01/09,04,,0,0.004,0.004,,0.036,,,,0,0,,,,,
10210010,2019/01/09,05,,0,0.002,0.002,,0.040,,,,0,-2,,,,,
10210010,2019/01/09,06,,0,0.003,0.003,,0.037,,,,0,1,,,,,
10210010,2019/01/09,07,,0,0.003,0.003,,0.038,,,,0,3,,,,,
10210010,2019/01/09,08,,0.001,0.003,0.004,,0.037,,,,0,5,,,,,
10210010,2019/01/09,09,,0.001,0.003,0.004,,0.038,,,,0,0,,,,,
10210010,2019/01/09,10,,0.001,0.002,0.003,,0.039,,,,0.002,-1,,,,,
10210010,2019/01/09,11,,0.001,0.002,0.003,,0.041,,,,0,4,,,,,
10210010,2019/01/09,12,,0.001,0.002,0.003,,0.041,,,,0.002,0,,,,,
10210010,2019/01/09,13,,0,0.002,0.002,,0.042,,,,0,-6,,,,,
10210010,2019/01/09,14,,0.001,0.002,0.003,,0.042,,,,0.002,-3,,,,,
10210010,2019/01/09,15,,0.001,0.002,0.003,,0.041,,,,0,0,,,,,
10210010,2019/01/09,16,,0,0.002,0.002,,0.040,,,,0.003,-6,,,,,
10210010,2019/01/09,17,,0,0.003,0.003,,0.038,,,,0,0,,,,,
10210010,2019/01/09,18,,0.001,0.009,0.010,,0.032,,,,0.006,1,,,,,
10210010,2019/01/09,19,,0,0.008,0.008,,0.032,,,,0.008,5,,,,,
10210010,2019/01/09,20,,0.001,0.006,0.007,,0.033,,,,0.001,6,,,,,
10210010,2019/01/09,21,,0.001,0.005,0.006,,0.034,,,,0.003,9,,,,,
10210010,2019/01/09,22,,0.001,0.003,0.004,,0.036,,,,0,-3,,,,,
10210010,2019/01/09,23,,0,0.003,0.003,,0.036,,,,0,6,,,,,
10210010,2019/01/09,24,,0,0.004,0.004,,0.034,,,,0.001,-4,,,,,
10210010,2019/01/10,01,,0,0.005,0.005,,0.030,,,,0.005,1,,,,,
10210010,2019/01/10,02,,0,0.007,0.007,,0.027,,,,0,3,,,,,
10210010,2019/01/10,03,,0,0.010,0.010,,0.021,,,,0.006,-1,,,,,
10210010,2019/01/10,04,,0,0.010,0.010,,0.017,,,,0.001,4,,,,,
10210010,2019/01/10,05,,0,0.010,0.010,,0.016,,,,0.009,5,,,,,
10210010,2019/01/10,06,,0.001,0.014,0.015,,0.011,,,,0.001,0,,,,,
10210010,2019/01/10,07,,0.003,0.023,0.026,,0.004,,,,0,4,,,,,
10210010,2019/01/10,08,,0.005,0.018,0.023,,0.011,,,,0,8,,,,,
10210010,2019/01/10,09,,0.014,0.024,0.038,,0.011,,,,0.004,3,,,,,
10210010,2019/01/10,10,,0.008,0.018,0.026,,0.018,,,,0.010,5,,,,,
10210010,2019/01/10,11,,0.006,0.012,0.018,,0.025,,,,0.005,0,,,,,
10210010,2019/01/10,12,,0.003,0.009,0.012,,0.031,,,,0,10,,,,,
10210010,2019/01/10,13,,0.002,0.009,0.011,,0.032,,,,0.006,7,,,,,
10210010,2019/01/10,14,,0.002,0.009,0.011,,0.033,,,,0.008,8,,,,,
10210010,2019/01/10,15,,0.003,0.010,0.013,,0.033,,,,0.014,1,,,,,
10210010,2019/01/10,16,,,,,,,,,,0.015,8,,,,,
10210010,2019/01/10,17,,0.002,0.023,0.025,,0.018,,,,0.026,21,,,,,
10210010,2019/01/10,18,,0.008,0.039,0.047,,0.003,,,,0.029,30,,,,,
10210010,2019/01/10,19,,0.008,0.032,0.040,,0.002,,,,0.018,9,,,,,
10210010,2019/01/10,20,,0.006,0.029,0.035,,0.003,,,,0.023,14,,,,,
10210010,2019/01/10,21,,0.007,0.028,0.035,,0.002,,,,0.015,7,,,,,
10210010,2019/01/10,22,,0.006,0.027,0.033,,0.002,,,,0.016,12,,,,,
10210010,2019/01/10,23,,0.002,0.019,0.021,,0.010,,,,0.005,9,,,,,
10210010,2019/01/10,24,,0,0.005,0.005,,0.029,,,,0,-2,,,,,
10210010,2019/01/11,01,,0,0.006,0.006,,0.030,,,,0,2,,,,,
10210010,2019/01/11,02,,0,0.006,0.006,,0.031,,,,0.004,2,,,,,
10210010,2019/01/11,03,,0,0.007,0.007,,0.028,,,,0.003,-1,,,,,
10210010,2019/01/11,04,,0,0.006,0.006,,0.029,,,,0.003,8,,,,,
10210010,2019/01/11,05,,0,0.006,0.006,,0.028,,,,0,1,,,,,
10210010,2019/01/11,06,,0,0.005,0.005,,0.033,,,,0.003,-3,,,,,
10210010,2019/01/11,07,,0,0.005,0.005,,0.033,,,,0,2,,,,,
10210010,2019/01/11,08,,0.001,0.008,0.009,,0.030,,,,0.009,6,,,,,
10210010,2019/01/11,09,,0.002,0.007,0.009,,0.032,,,,0.005,5,,,,,
10210010,2019/01/11,10,,0.002,0.005,0.007,,0.036,,,,0,-1,,,,,
10210010,2019/01/11,11,,0.001,0.004,0.005,,0.040,,,,0,7,,,,,
10210010,2019/01/11,12,,0.001,0.004,0.005,,0.041,,,,0,4,,,,,
10210010,2019/01/11,13,,0.001,0.003,0.004,,0.043,,,,0.015,5,,,,,
10210010,2019/01/11,14,,0.001,0.003,0.004,,0.043,,,,0.009,2,,,,,
10210010,2019/01/11,15,,0.001,0.003,0.004,,0.043,,,,0.003,9,,,,,
10210010,2019/01/11,16,,0.001,0.003,0.004,,0.042,,,,0.005,7,,,,,
10210010,2019/01/11,17,,0,0.006,0.006,,0.039,,,,0,2,,,,,
10210010,2019/01/11,18,,0.002,0.012,0.014,,0.030,,,,0.009,7,,,,,
10210010,2019/01/11,19,,0.001,0.014,0.015,,0.025,,,,0.012,11,,,,,
10210010,2019/01/11,20,,0.001,0.019,0.020,,0.017,,,,0.003,9,,,,,
10210010,2019/01/11,21,,0.001,0.018,0.019,,0.017,,,,0.010,13,,,,,
10210010,2019/01/11,22,,0.001,0.015,0.016,,0.019,,,,0.007,8,,,,,
10210010,2019/01/11,23,,0.001,0.012,0.013,,0.023,,,,0.002,11,,,,,
10210010,2019/01/11,24,,0,0.008,0.008,,0.025,,,,0.010,4,,,,,
10210010,2019/01/12,01,,0,0.014,0.014,,0.016,,,,0.012,5,,,,,
10210010,2019/01/12,02,,0,0.011,0.011,,0.018,,,,0,10,,,,,
10210010,2019/01/12,03,,0,0.007,0.007,,0.023,,,,0,5,,,,,
10210010,2019/01/12,04,,0,0.006,0.006,,0.024,,,,0.009,8,,,,,
10210010,2019/01/12,05,,0.002,0.011,0.013,,0.017,,,,0.010,4,,,,,
10210010,2019/01/12,06,,0,0.012,0.012,,0.013,,,,0.004,12,,,,,
10210010,2019/01/12,07,,0.004,0.020,0.024,,0.004,,,,0.016,5,,,,,
10210010,2019/01/12,08,,0.004,0.015,0.019,,0.009,,,,0.002,7,,,,,
10210010,2019/01/12,09,,0.006,0.014,0.020,,0.015,,,,0,11,,,,,
10210010,2019/01/12,10,,0.004,0.010,0.014,,0.025,,,,0.009,19,,,,,
10210010,2019/01/12,11,,0.002,0.005,0.007,,0.036,,,,0,1,,,,,
10210010,2019/01/12,12,,0.002,0.006,0.008,,0.037,,,,0.010,12,,,,,
10210010,2019/01/12,13,,0.001,0.005,0.006,,0.038,,,,0.009,8,,,,,
10210010,2019/01/12,14,,0.001,0.006,0.007,,0.039,,,,0.004,9,,,,,
10210010,2019/01/12,15,,0.001,0.006,0.007,,0.038,,,,0.007,5,,,,,
10210010,2019/01/12,16,,0.001,0.009,0.010,,0.035,,,,0,4,,,,,
10210010,2019/01/12,17,,0.001,0.018,0.019,,0.026,,,,0.018,19,,,,,
10210010,2019/01/12,18,,0.001,0.016,0.017,,0.026,,,,0.019,20,,,,,
10210010,2019/01/12,19,,0,0.014,0.014,,0.026,,,,0.010,29,,,,,
10210010,2019/01/12,20,,0,0.017,0.017,,0.020,,,,0.023,27,,,,,
10210010,2019/01/12,21,,0.001,0.021,0.022,,0.011,,,,0.023,20,,,,,
10210010,2019/01/12,22,,0.001,0.020,0.021,,0.011,,,,0.023,19,,,,,
10210010,2019/01/12,23,,0.001,0.022,0.023,,0.006,,,,0.013,17,,,,,
10210010,2019/01/12,24,,0.001,0.017,0.018,,0.009,,,,0.018,16,,,,,
10210010,2019/01/13,01,,0.001,0.016,0.017,,0.008,,,,0.017,16,,,,,
10210010,2019/01/13,02,,0.001,0.015,0.016,,0.007,,,,0.012,21,,,,,
10210010,2019/01/13,03,,0,0.012,0.012,,0.008,,,,0.012,16,,,,,
10210010,2019/01/13,04,,0.001,0.011,0.012,,0.007,,,,0.012,16,,,,,
10210010,2019/01/13,05,,0.001,0.010,0.011,,0.007,,,,0.007,10,,,,,
10210010,2019/01/13,06,,0.001,0.010,0.011,,0.006,,,,0.005,13,,,,,
10210010,2019/01/13,07,,0.002,0.012,0.014,,0.004,,,,0.010,20,,,,,
10210010,2019/01/13,08,,0.004,0.013,0.017,,0.007,,,,0.016,15,,,,,
10210010,2019/01/13,09,,0.001,0.005,0.006,,0.028,,,,0,1,,,,,
10210010,2019/01/13,10,,0.001,0.004,0.005,,0.036,,,,0.009,0,,,,,
10210010,2019/01/13,11,,0.001,0.003,0.004,,0.040,,,,0,5,,,,,
10210010,2019/01/13,12,,0.001,0.003,0.004,,0.043,,,,0.010,3,,,,,
10210010,2019/01/13,13,,0,0.003,0.003,,0.044,,,,0.012,11,,,,,
10210010,2019/01/13,14,,0,0.003,0.003,,0.045,,,,0,6,,,,,
10210010,2019/01/13,15,,0,0.003,0.003,,0.044,,,,0.009,0,,,,,
10210010,2019/01/13,16,,0,0.003,0.003,,0.042,,,,0,-1,,,,,
10210010,2019/01/13,17,,0,0.004,0.004,,0.041,,,,0,1,,,,,
10210010,2019/01/13,18,,0.001,0.006,0.007,,0.038,,,,0.005,1,,,,,
10210010,2019/01/13,19,,0.001,0.009,0.010,,0.031,,,,0,0,,,,,
10210010,2019/01/13,20,,0.001,0.013,0.014,,0.017,,,,0.004,2,,,,,
10210010,2019/01/13,21,,0.001,0.008,0.009,,0.021,,,,0.002,5,,,,,
10210010,2019/01/13,22,,0,0.008,0.008,,0.019,,,,0.008,3,,,,,
10210010,2019/01/13,23,,0,0.008,0.008,,0.017,,,,0.005,2,,,,,
10210010,2019/01/13,24,,0,0.007,0.007,,0.019,,,,0,5,,,,,
10210010,2019/01/14,01,,0,0.007,0.007,,0.017,,,,0.002,1,,,,,
10210010,2019/01/14,02,,0,0.005,0.005,,0.021,,,,0.005,-3,,,,,
10210010,2019/01/14,03,,0,0.004,0.004,,0.026,,,,0,6,,,,,
10210010,2019/01/14,04,,0,0.004,0.004,,0.027,,,,0.006,2,,,,,
10210010,2019/01/14,05,,0.001,0.010,0.011,,0.011,,,,0.013,7,,,,,
10210010,2019/01/14,06,,0.001,0.012,0.013,,0.010,,,,0.015,23,,,,,
10210010,2019/01/14,07,,0.002,0.015,0.017,,0.007,,,,0,11,,,,,
10210010,2019/01/14,08,,0.008,0.019,0.027,,0.005,,,,0.003,5,,,,,
